title,price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
BÁN CĂN HỘ DUPLEX SADORA SALA - VIEW THÀNH PHỐ BAO QUÁT - 120471887,32 tỷ,"10, Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Tp Hồ Chí Minh","166,67 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Hợp đồng mua bán,Duplex,,192 m²,
"Penthouse Diamond Centery 4PN-289m2, tặn ô xe, nội thất, giá từ 18 tỷ - 119670237",18 tỷ,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","62,28 triệu/m²",4 phòng,4 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,289 m²,
"Căn 3PN-2WC hót nhất Emerald view cực đẹp, cần bán nhanh trong tháng - 117632881","4,8 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","46,15 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,104 m²,
Kẹt tiền ra nhanh căn Diamond Brilliant 2pn-2wc có sẵn nội thất cơ bản - 120075453,"5,05 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","52,60 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,96 m²,
Chỉ với 440TR sở hữu căn hộ resort ven sông liền kề PMH - 120471197,"2,25 tỷ","1578, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","48,91 triệu/m²",nhiều hơn 10 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,46 m²,
"Citihome căn 2pn2wc, sổ hồng riêng, có nội thất giá 1.87 tỷ - 118009087","1,87 tỷ","Đại Lộ Đông Tây, Phường An Phú, Quận 2, Thành phố Hồ Chí Minh","28,77 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,0
Bán 2PN EMPIRE CITY - 120470978,20 tỷ,"Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Tp Hồ Chí Minh","202,02 triệu/m²",2 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Nam,,,,,
"💥💥Chủ ngộp ngân hàng cần bán Emerald 2PN-2WC (71,2m2) view nội khu - 120470832","3,58 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","50,28 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71.2 m²,
CĂN HỘ HQC 35 HỒ HỌC LÃM GIÁ 1.350 TỶ.TRẢ TRƯỚC 1.1TỶ NHẬN NHÀ - 120416572,"1,35 tỷ","Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","24,55 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,55 m²,
"Citihome căn 2pn2wc diện tích 65m2, nội thất đẹp giá 1ty870tr - 118000960","1,87 tỷ","Đồng Văn Cống, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","28,77 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,0
BÁN CĂN FULL NỘI THẤT 62M2 2PN-2WC DREAM HOME PALACE Q8 - 120470734,"1,955 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","31,53 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,62 m²,
"Bán căn hộ giá rẻ nhất hiện nay,dt 56m2 CH cao cấp SkyGarden giá 3tỷ3 - 120470701","3,3 tỷ","Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","58,93 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,56 m²,
"Bán lại chung cư 312 lạc long quân, quận 11 - 120470676","1,5 tỷ","312, 312 312 Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh, Phường 5, Quận 11, Tp Hồ Chí Minh","23,08 triệu/m²",2 phòng,1 phòng,Đông Nam,Chưa bàn giao,Tây Bắc,Đang chờ sổ,Chung cư,,65 m²,
"Tôi bán căn hộ chung cư Screc Tower, Quận 3, 96m2, 3PN, 4.3 tỷ sổ hồng - 120470443","4,3 tỷ","Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh","44,79 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,96 m²,
CẦN BÁN CĂN HỘ TOPAZ ELITE 2PN 79m2 - VIEW NGẮM PHÁO HOA Q1 - 120470378,"3,55 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","44,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,79 m²,
BÁN CĂN HỘ SARIMI SALA 2 PHÒNG NGỦ - VIEW CÔNG VIÊN - 10ty5 - 120470370,"10,5 tỷ","An Lợi Đông, Phường An Lợi Đông, Quận 2, Tp Hồ Chí Minh","119,32 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,88 m²,
"Bán căn hộ chung cư 590 Cách mạng tháng 8, P.11, Q3 - 120470358","3,568 tỷ","Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh","50,25 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,Nội thất cao cấp,71 m²,
"Citi Soho căn góc 2PN, sổ hồng riêng, full nội thất giá 2.3 tỷ - 118111614","2,3 tỷ","Cát Lái, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","38,33 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,Căn góc
"Cần bán lại căn hộ cao cấp Hùng Vương Plaza,126 Hồng Bàng, - 120455267","7,3 tỷ","126, Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh","56,15 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,130 m²,
"CĂN HIẾM: 79M2 2PN 2WC FULL NỘI THẤT VIEW Q1 , NHÀ MỚI TINH SẠCH SẼ - 120470142","3,62 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","45,82 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,79 m²,
"❤️Bán căn hộ Carillon 5, Tân Phú. 72m2, 2PN, 2WC, nhà đẹp, có sổ, - 120470021","3,5 tỷ","291/2, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","48,61 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,72 m²,
"Bán căn hộ Sài Gòn Town 60m2, 2 phòng ngủ, giá 1 tỉ 740tr - 120469934","1,74 tỷ","Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",29 triệu/m²,2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,60 m²,
Cần bán căn hộ Diamond Riverside Võ Văn Kiệt 2pn và 3pn - 119565584,"2,55 tỷ","Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","35,42 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,72 m²,
Cần bán căn hộ 2pn-2vs diện tích 73m2 nhà full nội thất đẹp - 119565313,"2,25 tỷ","Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","30,82 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
Cần bán căn điamond riverside full nội thất và nhà trống - 120469881,"2,5 tỷ","Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","34,25 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
"Citihome 2pn1wc DT 61m2, sổ hồng riêng giá 1,75 Tỷ - 118026343","1,75 tỷ","Đồng Văn Cống, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","28,69 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,
"💥BÁN CĂN HỘ RESGREEN TOWER-BAN CÔNG ĐÔNG NAM, CÓ SỔ HỒNG, QUẬN TÂN PHÚ - 120469768","4,3 tỷ","7A , Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","57,33 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,75 m²,
"Cần Bán Căn Hộ 3 Phòng Ngủ CC Sunview Town Gò Dưa, Giá Tốt - 120041073","2,75 tỷ","Số 8, Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","28,06 triệu/m²",3 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,98 m²,
"Cần bán căn hộ 2PN Vinhomes Bason 70m2 tầng thấp, giá 7.53 tỷ (bao TP) - 120052043","7,53 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","107,57 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,70 m²,
Hình Thật Nhà Thật Giá Thật - Bán Căn Hộ Palm Heights 2PN 2WC Căn Góc - 120469231,"5,6 tỷ","Song Hành, Phường An Phú, Quận 2, Tp Hồ Chí Minh","65,88 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,85 m²,
"GIÁ CỰC CĂNG: 3,8 TỶ CHO CĂN 3PN FULL NỘI THẤT VIEW Q1 BLOCK DRAGON 1 - 120469227","3,8 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","44,71 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,85 m²,
Chỉ 2ty850 Căn Hộ 2PN 2WC 59m2 Solari Vinhomes Quận 9 Rainbow Origami - 120033934,"2,85 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","48,31 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,59 m²,
Studio Hơn 1ty View vườn nhật Vinhomes Quận 9 Rainbow Origami Solari - 120034052,"1,57 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","52,33 triệu/m²",1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,30 m²,
3 Phòng Ngủ Nhà Trống Còn Mới Đông Nam Vinhomes Quận 9 - 118842403,3 tỷ,"Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","37,04 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,81 m²,
Gấp Căn hộ Vinhomes Cần Bán Nhanh Q9 Thủ Đức - 118577112,"2,9 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","42,03 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,69 m²,Căn góc
Gấp Căn Hộ 2PN Cần Theo Chủ Mới Vinhomes Q9 Thủ Đức Masteri - 118577985,"2,3 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","38,98 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,59 m²,
"Kẹt tiền cần bán gấp Emerald - Celadon city - 2PN 84,1m2 giá hot - 120469076","4,6 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","54,70 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,84.1 m²,
Chỉ 3ty Cho Căn 3PN Vinhomes Quận 9 Rainbow Origami Beverly - 119301041,"3,3 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","40,74 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,81 m²,
💥#CĂN_HỘ_CHUNG_CƯ + #QUỐC_LỘ_1A + #_QUẬN_12_HCM💥 - 120469021,"2,3 tỷ","Đường Quốc lộ 1, Phường Thới An, Quận 12, Tp Hồ Chí Minh","27,38 triệu/m²",3 phòng,2 phòng,Đông Nam,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,84 m²,
Cần bán nhanh chung cư Citiesto 2pn2wc giá 2.2 tỷ đẹp - 120468870,"2,2 tỷ","Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","37,29 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,59 m²,
Chủ nhà thân gửi bán căn hộ Luxcity 70m 2pn 2wc full chỉ 3ty150 - 118540700,"3,15 tỷ","528, Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",45 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"GIÁ SIÊU RẺ: 2,93 TỶ CĂN 2PN 2WC VIEW HỒ BƠI BLOCK DRAGON THƯƠNG MẠI - 120468776","2,93 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","48,83 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,60 m²,
"Cần bán căn hộ Fortuna Kim Hồng, diện tích 75m2, 2 phòng giá 2 tỉ 490 - 120468676","2,49 tỷ","Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","33,20 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"BÁN CĂN HỘ HÙNG VƯƠNG PLAZA Q.5. DT: 132M2, 3PN, SỔ HỒNG SẴN CHỈ 7 TỶ. - 120468665",7 tỷ,"126, Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh","53,03 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,132 m²,Căn góc
Sở hữu căn hộ resort ven sông liền kề Phú Mỹ Hưng chỉ từ 480 triệu. - 119022236,"2,39 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","51,96 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,46 m²,
Căn hộ 2 mặt tiền quận 7 đang mở bán 418 căn với giá tốt từ 45tr/m2 - 118997254,"2,385 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",45 triệu/m²,1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"Căn góc Him Lam Tầng cao - 83M2 - 3ty750 - nội thất đầy đủ P11, Q.6 - 120468560","3,75 tỷ","11, Phường 11, Quận 6, Tp Hồ Chí Minh","45,18 triệu/m²",2 phòng,2 phòng,Đông,Đã bàn giao,Bắc,Hợp đồng đặt cọc,Chung cư,Nội thất đầy đủ,83 m²,Căn góc
BÁN THE PANORAMA - 120468454,14 tỷ,"Số 203, Tôn Dật Tiên, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","97,90 triệu/m²",2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất cao cấp,143 m²,
Bán lỗ căn hộ Picity High Park Tháp C2 căn góc 66m2 2pn2wc giá 3 tỷ - 118277173,3 tỷ,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","45,45 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,66 m²,
BÁN CĂN 49M2 VIEW HƯỚNG ĐÔNG NHÌN CÔNG VIÊN HỒ BƠI GIÁ 2 TỶ - 116475093,2 tỷ,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","40,82 triệu/m²",1 phòng,1 phòng,Tây,Đã bàn giao,Đông,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,49 m²,
Bán căn hộ 2PN 2WC giá bán 1tỉ250/căn (102%) nhận nhà ở ngay - 119703275,"1,25 tỷ","138, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh","21,55 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,58 m²,
Bán Căn 2PN 2WC 1tỉ250 nhận nhà ở ngay - 119676963,"1,25 tỷ","138, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh","21,55 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,58 m²,
GIÁ SIÊU RẺ: 3.66 TỶ CĂN 78M2 2PN 2WC TẦNG TRUNG VIEW ĐẸP THÔNG THOÁNG - 120468088,"3,66 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","46,92 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,78 m²,
[HOT]✅Chủ cần tiền bán lỗ căn hộ cao cấp SUNSHINE SKY CITY Quận 7 - 117840046,"2,8 tỷ","7, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",40 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
[HOT]✅Chủ cần tiền bán lỗ căn hộ cao cấp SUNSHINE SKY CITY Quận 7 - 117840138,"2,8 tỷ","Phú Thuận, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",40 triệu/m²,2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,70 m²,
"Him Lam Block C1 Tầng cao - 83M2 - 3ty750 - View đẹp P11, Q.6 - 120467960","3,75 tỷ","11, Phường 11, Quận 6, Tp Hồ Chí Minh","45,18 triệu/m²",2 phòng,2 phòng,Đông,Đã bàn giao,Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,83 m²,Căn góc
𝐁𝐀́𝐍 𝐍𝐇𝐀𝐍𝐇 𝐕𝐈𝐍𝐇𝐎𝐌𝐄𝐒 𝐂𝐄𝐍𝐓𝐑𝐀𝐋 𝐏𝐀𝐑𝐊 LANDMARK PLUS - 2PN - Giá 8tỷ150 - 120467907,"8,15 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","101,75 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,80.1 m²,
Chủ kẹt tiền cần chuyển nhương căn 3PN cc Diamond Riverside - 119652609,"3,25 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","37,79 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,,86 m²,
CHỦ CẦN BÁN GẤP CĂN 56M2 MIZUKI GIÁ 2.720 TỶ - 120441594,"2,72 tỷ","Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","48,57 triệu/m²",2 phòng,1 phòng,Đông,Chưa bàn giao,Tây,Sổ hồng riêng,Chung cư,,56 m²,
"Bán nhanh chung cư Picity Tháp C4 3PN2WC nhà mới giá 3,1 tỷ full 102% - 119305020","3,1 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","38,75 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
𝐁𝐀́𝐍 𝐍𝐇𝐀𝐍𝐇 𝐕𝐈𝐍𝐇𝐎𝐌𝐄𝐒 𝐂𝐄𝐍𝐓𝐑𝐀𝐋 𝐏𝐀𝐑𝐊 LANDMARK PLUS - 2PN - Giá 7tỷ850 - 120467783,"7,85 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","95,62 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,82.1 m²,
"Bán nhanh Căn hộ Picity 2PN 2WC Tháp C4 giá tốt 2,750 full 102% - 116770037","2,75 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","40,44 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Nam,Hợp đồng mua bán,Chung cư,,68 m²,
"Him Lam Block C1 Tầng cao - 83M2 - 3ty750 - Nhiều Tiện Ích P11, Q.6 - 120467735","3,75 tỷ","11, Phường 11, Quận 6, Tp Hồ Chí Minh","45,18 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,83 m²,Căn góc
MUA NGAY CĂN 2PN THANH TOÁN 450tr NHẬN NHÀ TRONG T11/2024 - 120467675,"3,1 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","52,54 triệu/m²",2 phòng,2 phòng,Tây Bắc,Chưa bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,59 m²,
𝐁𝐀́𝐍 𝐍𝐇𝐀𝐍𝐇 𝐕𝐈𝐍𝐇𝐎𝐌𝐄𝐒 𝐂𝐄𝐍𝐓𝐑𝐀𝐋 𝐏𝐀𝐑𝐊 LANDMARK PLUS - 2PN - Giá 8tỷ2 - 120467676,"8,2 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","94,47 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,86.8 m²,
"Chính chủ gửi bán căn hộ Bàu Cát 2, dt: 70m2, 2PN, 2wc, giá: 3,2 tỷ,SH - 120467603","3,2 tỷ","Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","45,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,70 m²,
𝐁𝐀́𝐍 𝐍𝐇𝐀𝐍𝐇 𝐕𝐈𝐍𝐇𝐎𝐌𝐄𝐒 𝐂𝐄𝐍𝐓𝐑𝐀𝐋 𝐏𝐀𝐑𝐊 LANDMARK PLUS - 2PN - Giá 8tỷ - 120467521,8 tỷ,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","101,01 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,79.2 m²,
"Him Lam Block C1 Tầng cao - 83M2 - 3ty750 - nội thất đầy đủ P11, Q.6 - 120467052","3,75 tỷ","11, Phường 11, Quận 6, Tp Hồ Chí Minh","45,18 triệu/m²",2 phòng,2 phòng,Bắc,Đã bàn giao,Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,83 m²,Căn góc
Căn góc Soho 2pn view siêu đẹp nhà mới full nội thất 2.35 tỷ tại Q.2 - 120064207,"2,35 tỷ","Cát Lái, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","38,52 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,Căn góc
Cần ra nhanh căn 1 phòng ngủ Full 2ty550 bao hết - 181 Cao Thắng Q10 - 115866559,"2,55 tỷ","Số 181, Số 181 Số 181 Đường Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Phường 12, Quận 10, Tp Hồ Chí Minh",50 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,51 m²,
Căn Citihome 2pn sổ hồng mới có nội thất view đẹp 1.75 tỷ tại Q.2 - 118626875,"1,75 tỷ","Đồng Văn Cống, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","28,69 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,
"Bán Officetel 35m2 - 1ty750 bao hết, có sẵn HĐ thuê 11 triệu ổn định - 117997708","1,75 tỷ","Số 181, Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",50 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,,
Căn góc Soho 2pn 2wc nhà mới tầng cao view sông full nội thất 2.3 tỷ - 119442518,"2,3 tỷ","Cát Lái, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","37,70 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,Căn góc
"CẦN BÁN GẤP CĂN 53M2_2PN_2WC GIÁ 1,9 TỶ BAO HẾT THUẾ PH, NẰM MẶT TIỀN - 120466651","1,9 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","35,85 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,53 m²,
topaz home 60m2  giá 1 tỷ 6 - 120466615,"1,6 tỷ","102, Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","26,67 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,Đông Nam,Đang chờ sổ,Chung cư,Bàn giao thô,60 m²,Căn góc
"BÁN CĂN HỘ PHÚ HOÀNG ANH 88M2, 2 PN, 2WC, 2 tỷ 850 triệu - 120433409","2,85 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","32,39 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,88 m²,
"Citi Esto căn góc 2PN2WC, full NT, sổ hồng riêng, giá 2.2 tỷ - 118001067","2,2 tỷ","Nguyễn Thị Định, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","36,07 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,61 m²,Căn góc
Diamond RiverSide chính chủ bán giá 3T2 bao thuế phí sang tên - 120466437,"3,2 tỷ","Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","36,36 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,88 m²,
Căn 2 PN   67m2  giá 1 tỷ 350   KDC  Vĩnh Lộc Giá Tổng . - 120466431,"1,35 tỷ","68, Vĩnh Lộc A, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","20,45 triệu/m²",1 phòng,1 phòng,Đông Nam,Đã bàn giao,Đông Nam,Đang chờ sổ,Chung cư,Bàn giao thô,66 m²,
