title,price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
"LÔ ĐẤT HẺM 110 ĐƯỜNG LÒ LU 3,29 TỶ - 59M2 - 119399930","3,29 tỷ","Đường Lò Lu, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","55,76 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,59 m²,4 m,14.8 m
Bán 1 cặp đất liền kề diện tích 124m2 sổ riêng liền kề Mitshubishi - 118243945,"3,97 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,08 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",61 m²,5 m,12.2 m
"Do Nhu Cầu Chuyển Chổ Ở Nên Cần Bán Nhanh Nền Đất 52,9m² Full Thổ Cư - 117602711","3,44 tỷ","Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,03 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ,Nở hậu",52.9 m²,4 m,13.25 m
"Chỉ 40tr/m2 Nguyễn Thị Tú, BHH B, Bình Tân DT 10x30m - 119619810","11,9 tỷ","Đường Nguyễn Thị Tú, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","39,67 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,300 m²,10 m,30 m
"Đất hẻm xe hơi , P15, Gò Vấp, DT: 4 x 12,5m - 117480272","2,95 tỷ","Tô ngọc vân, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",59 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50 m²,,
"BÁN ĐẤT HXH NGAY BELLAZA PHÚ MỸ QUẬN 7, 5X26, CHỈ 6.5 TỶ - 119619596","6,5 tỷ","Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,130 m²,5 m,16 m
"NỀN ĐẤT 1/ LONG THUẬN ĐỐI DIỆN ĐẢO KIM CƯƠNG 3,55 TỶ -87M2 - 119486683","3,55 tỷ","Đường Long Thuận, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","40,80 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",87 m²,6.5 m,13.2 m
đất - 119619472,13 tỷ,"Đường Nhị Bình 3, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","11,44 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Thổ cư 1 phần,Mặt tiền",1136 m²,22 m,54 m
"Bán đất ngay QL1A đường 20m giá 1tỷ080 ở Tây Lân, BTĐ A Bình Tân - 118920256","1,08 tỷ","Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",54 triệu/m²,,Đã có sổ,Đất thổ cư,,20 m²,,
Cần bán gấp đất thổ cư 100% - 119351982,"5,52 tỷ","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",40 triệu/m²,Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",,5.1 m,27 m
"Đất P15, Tân Bình, 48m2, sổ vuông đẹp, hẻm ô tô vào đến nhà chỉ 3.x tỷ - 119619272","3,6 tỷ","Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",75 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,48 m²,,
Cần bán miếng đất mặt tiền đường bê tông nhà nước công nhận ở Nhà Bè - 119619230,"2,25 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","4,09 triệu/m²",Đông,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,550 m²,12 m,45 m
"Lô đất đẹp 5,7m x 20m. Hẻm xe hơi Đường Hiệp Thành 13 - 119195504","4,399 tỷ","Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","41,90 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",105 m²,5.8 m,20 m
Đất full thổ cư 4*15 đường 10m thông- shr - 119618919,"3,7 tỷ","Đường Bến Lội, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","61,67 triệu/m²",,Đã có sổ,Đất thổ cư,,60 m²,4 m,15 m
"7,7t cho gần 100m2 ngang 7. gần CIH - 119618871","7,7 tỷ","Số 7, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",77 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,,
"Bán đất hẻm sin cô diện tích 129 m2 nở hậu giá 5,6 tỷ thương lượng - 118550995","5,6 tỷ","Đường SINCO, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","43,41 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",129 m²,4.3 m,29 m
Nền Đất Đẹp Đường 21 Cạnh Vinhomes 3.2 Tỷ - 119618513,"3,2 tỷ","Đường số 21, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",64 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50 m²,4 m,12.5 m
Đất sổ đỏ 850m2. 2/ ngắn Bùi Công Trừng 28x30m . Đông Thạnh. HM - 113899686,13 triệu,"Bùi Công Trừng, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",15.294 đ/m²,,,Đất nông nghiệp,Hẻm xe hơi,850 m²,,
"Đất sổ đỏ 240m2, Đỗ Văn Dậy, Tân Hiệp, Hóc Môn TP HCM - 115577338","2,2 tỷ","Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","9,17 triệu/m²",,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,240 m²,,
GẤP BÁN 2 LÔ ĐẤT THỔ CƯ 22X45=965M2 GIÁ NHỈNH 6 TỶ BÌNH KHÁNH CẦN GIỜ - 116848679,"6,5 tỷ","HÀ QUANG VÓC, Xã Bình Khánh, Huyện Cần Giờ, Tp Hồ Chí Minh","6,74 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,965 m²,22 m,45 m
GẤP BÁN LÔ ĐẤT 1000M2 HƠN 9 TỶ ĐƯỜNG RỪNG SÁT XÃ BÌNH KHÁNH CẦN GIỜ - 116890951,"9,9 tỷ","Đường Rừng Sát, Xã Bình Khánh, Huyện Cần Giờ, Tp Hồ Chí Minh","9,90 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,1000 m²,16 m,67 m
Thổ cư giá rẻ xã An Thới Đông - cần giờ 125m2(5x25) Giá 1.35 Tỷ TL - 118871349,"1,35 tỷ","An Thới Đông, Xã An Thới Đông, Huyện Cần Giờ, Tp Hồ Chí Minh","10,80 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,125 m²,5 m,25 m
"Gộp bán lô đất mặt tiền 1000m2 giá 1.7 tỷ xã An Thới Đông, Cần giờ - 118266310","1,7 tỷ","Đê Rạch Lá, Xã An Thới Đông, Huyện Cần Giờ, Tp Hồ Chí Minh","1,70 triệu/m²",,Đang chờ sổ,Đất nông nghiệp,Mặt tiền,1000 m²,10 m,100 m
"Lô Đất 5 x 18 Tại Phước Kiển, MT Đường 8m , Xây dựng Tự do, Sổ Sẵn - 113972866","5,22 tỷ","Lê Văn Lương Phước Kiển, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",58 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,90 m²,5 m,18 m
Bán đất Lớn HXH An Dương Vương - 116196612,39 tỷ,"Đường An Dương Vương, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","72,49 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",538 m²,11 m,40 m
Gấp bán - NGANG 6m sát bên Thị Trấn Củ Chi - Full Thổ - Xây tự do - Re - 119230195,"2,6 tỷ","Đường Mai Thị Buội, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh","19,70 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ,Hẻm xe hơi",132 m²,6 m,22 m
"GẤP 6045m2 đất góc 2MT, đường ô tô,1tr5/m2 tl, gần Bệnh viện Xuyên Á - 115326690",9 tỷ,"Đường Quốc lộ 22, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","1,49 triệu/m²",,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Nở hậu,Hẻm xe hơi",6045 m²,43 m,140 m
bán đất ngang 6m phạm văn chiêu p14 gò vấp thphcm - 118146480,"4,65 tỷ","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","67,39 triệu/m²",,Đã có sổ,Đất thổ cư,,69 m²,5.8 m,12 m
46m2 đất nở hậu dưới 3 tỷ gò vấp tphcm - 117719305,"2,95 tỷ","Đường số 51, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","64,13 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Nở hậu,Thổ cư toàn bộ",46 m²,,
bán lô đất 80m2 giá hạt rẻ quang trung p12 gò vấp - 118634763,"4,99 tỷ","Đường Quang Trung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","62,38 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,,80 m²,4.2 m,19 m
bán lô đất ngang 5 hẻm 6m 1/ thống nhất p11 gò vấp tphcm - 119119728,"6,6 tỷ","Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","82,19 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",80.3 m²,5 m,16.4 m
"625m2 mt kenh A, Lê Minh Xuân Bình Chánh - 119617297","9,2 tỷ","Đường Kênh A, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","14,72 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",625 m²,10 m,62.5 m
"723m có thổ cư mặt tiền Lê Đình Chi, Lê Minh Xuân Bình Chánh - 119617259",14 tỷ,"Đường Lê Đình Chi, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","19,36 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",723 m²,12 m,63 m
"300m² thổ cư, mặt tiền ngay chợ, kinh doanh sầm uất - 119617174",12 tỷ,"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",40 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",300 m²,10 m,30 m
500m2 Đất mặt tiền Tân Thạnh Đông - Củ Chi full thổ cư - 119617079,"5,6 tỷ","Đường Nguyễn Kim Cương, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","11,20 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",500 m²,10 m,50 m
Chủ cần tiền bán nền đất đường 17A 5x20 đối diện Aeon - 119617045,23 tỷ,"Đường 17A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",230 triệu/m²,Nam,Đang chờ sổ,Đất thổ cư,Mặt tiền,100 m²,5 m,20 m
Đất mặt tiền 900m Láng Le Bàu Cò Lê Minh Xuân Bình Chánh - 119617042,"15,5 tỷ","Đường Láng Le Bàu Cò, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","17,22 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",900 m²,14.8 m,62 m
Đất Đẹp Mặt Tiền Đường Kinh Doanh Chính 20m Cạnh Dự Án The Global City - 119441382,"9,5 tỷ","Đường Liên Phường, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","105,56 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",90 m²,4.5 m,20 m
Đất 2300m có thổ cư mặt tiền Lê Minh Xuân Bình Chánh giá rẻ - 119616984,"14,5 tỷ","Đường Kênh A, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","6,11 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư 1 phần,2372 m²,,
"🔷 Hướng Tây 🔷
Đất bán mặt tiền Nguyễn Văn Cự, P Tân Tạo A, Bình Tân - 119616717","47,3 tỷ","Nguyễn Văn Cự, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",55 triệu/m²,Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",860 m²,21 m,43 m
"🔷 Hướng Nam 🔷
Đất bán đường số KDC Lê Thành, P An Lạc, Q Bình Tân - 119616583","4,7 tỷ","KDC Lê Thành, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","54,65 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",86 m²,4.2 m,20.5 m
"BÁN ĐẤT (4X16M) MẶT TIỀN NHỰA 8M THỚI AN 10, QUẬN 12 GIÁ RẺ 3.65 TỶ - 119616369","3,65 tỷ",Thới An 10,"57,03 triệu/m²",,Đã có sổ,Đất thổ cư,,64 m²,4 m,16 m
"ĐẤT (4X20) MẶT TIỀN TÂN THỚI HIỆP 14, QUẬN 12 GIÁ RẺ 5.35 TỶ TL - 119616318","5,35 tỷ",Tân Thới Hiệp 14,"66,88 triệu/m²",,Đã có sổ,Đất thổ cư,,80 m²,4 m,20 m
HẠ GẤP 1 TỶ ! BÁN 75M2 ĐẤT - HẺM ÔTÔ HOÀNG HOA THÁM Q.BT CHỈ 100TR/M2 - 119570470,"7,6 tỷ","Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh","101,33 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,75 m²,4.5 m,17 m
Bán Đất mặt tiền Thạnh Xuân 52(400m)9.5x34.nở hậu.chỉ 32 triệu/m2 - 117293989,"12,8 tỷ","Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",32 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",400 m²,9.5 m,34 m
Bán đất Hà huy Giáp ( 82m2) 6x15.5m)hxh giảm 900 triệu chỉ 3.4 tỷ - 119347683,"3,4 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","40,96 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",83 m²,6 m,15.5 m
👍Đất Gần Chợ Bà Điểm 900m- 8m X 20m : MT Nhựa Thông 10m - 119358419,"6,5 tỷ","Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","40,62 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",160 m²,8 m,20 m
Đất hèm Nguyễn Hữu Tiến - 119615040,"5,5 tỷ","Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","68,75 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,,80 m²,4 m,20 m
"Bán Lô đường xe Tải, đường số 13, Tam Bình, Thủ Đức - 119615029","5,7 tỷ","Đường số 13, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","51,21 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,111.3 m²,5 m,22.3 m
"2000m2 đất ngay Nguyễn Thị Lắng, 1.000 m2 thổ cư. giá tốt - 118171552","16,999 tỷ","Đường Nguyễn Thị Lắng, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh","8,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",2000 m²,40 m,50 m
Bán đất mặt tiền Phước Bình - Q9 - 70M2 - Đường 8m - View Công Viên - 118494702,"7,1 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Bình, Quận 9, Tp Hồ Chí Minh","101,43 triệu/m²",,Đã có sổ,Đất thổ cư,,70 m²,4 m,17 m
"ĐẤT NGỘP HƯNG LONG DT 161,1m2 ĐƯỜNG LỚN OTO GIÁ 1TỶ2 - 116998842","1,2 tỷ","Đường An Phú Tây - Hưng Long, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh","7,45 triệu/m²",,Đã có sổ,Đất thổ cư,,161.1 m²,,
"BÁN ĐẤT 80m²,Nhà C4, MẶT TIỀN ĐƯỜNG 160, QUẬN 9. Giá 5 tỷ XX TL - 119613451",5 tỷ,"Đường số 160, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","62,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",80 m²,4 m,20 m
"Đất thổ cư, hẻm xe hơi, 4x18, cách hương lộ 2 chỉ 70m. - 119499228","3,6 tỷ","Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",72 m²,4 m,18 m
"560m2 đất thổ cư xây biệt Thự ,2 mặt thoáng, 100m ra Võ Nguyên Giáp - 117812217","72,8 tỷ","29, 904, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh",130 triệu/m²,Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",560 m²,14 m,38 m
Đất thổ cư KDC Long Thới đối diện sát hạch lái xe Thành Công - 116772577,"4,95 tỷ","Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",33 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,150 m²,,
501m2 Mặt Tiền Đường Ngay Phan Văn Hớn 14x50 Sát CV Hóc Môn 20tr/m2 - 119338960,"10,5 tỷ","Đường Xuân Thới Thượng 22, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","20,96 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",501 m²,14 m,47 m
"Bán đất mặt tiền khu Ao Sen Tên Lửa 5mx20m, gần Aeon Bình Tân - 115950388","9,9 tỷ",undefined,99 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,5 m,20 m
Đất biệt thự Phạm Văn Đồng Đường 25 198m2 Sổ Hồng Riềng Khu Bên Sông - 119610904,"17,8 tỷ","Đường số 25, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","89,90 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,198 m²,11 m,18 m
"Đất mặt tiền Quốc Lộ 13 DT 550m2 Sô Hồng đang cho thuê 1,2 tỷ/năm - 119610783",40 tỷ,"Đường Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","72,73 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,550 m²,11.5 m,50 m
Bán đất khu dự án lotus risedence phường phú thuận Q7 - 119610782,6 tỷ,"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",60 triệu/m²,,Đang chờ sổ,Đất thổ cư,Mặt tiền,100 m²,5 m,20 m
"71M2 ĐẤT LÔ GÓC 5,2X 13,8 HẺM PHẠM HỮU LẦU, QUẬN 7, HCM - 119610418","3,481 tỷ","Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","49,03 triệu/m²",Đông,Đã có sổ,Đất thổ cư,,71 m²,5.2 m,13.8 m
"CHỈ 35 TRIỆU/M2 - 172M2, NGANG 5M - HXT THÔNG NGAY THẠNH LỘC QUẬN 12. - 117900222","6,4 tỷ","Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","37,21 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",172 m²,5 m,34 m
Bán Lô Đất khu biệt thự Kiều Đàm Q.7 Dt: 15x23m Giá: 37.5 Tỷ - 119610100,"37,5 tỷ","kiều đàm, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","133,93 triệu/m²",,Đã có sổ,Đất thổ cư,"Nở hậu,Mặt tiền,Thổ cư toàn bộ",280 m²,15 m,23 m
Đất 5.2x30m Mặt tiền xtt84 sẹc Trần Văn Mười 30m - 119230581,"5,6 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","37,09 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",151 m²,5.2 m,30 m
Đất 5x20m Mặt tiền Xuân thới 13 gần chợ chữ S Trần Văn Mười - 119218677,"3,45 tỷ","Đường Xuân Thới 2, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","34,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",100 m²,5 m,20 m
"Đất 6x20m Mặt tiền gần THPT Phạm Văn Sáng, PVH - 119218316",5 tỷ,"Xuân Thới Sơn 5, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","41,67 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư 1 phần,Thổ cư toàn bộ",120 m²,6 m,20 m
"Đất mặt tiền khu dân cư Vạn Xuân, đường số 7, Tam Bình, Lô góc, 84m2 - 119609745","5,4 tỷ","Số 7, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","63,75 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",84.7 m²,4 m,21 m
"Cơ Hội Đầu Tư Hàng Đầu: Đất Đẹp Tại Tên Lửa 2, Giá Siêu Ưu Đãi ! - 119609735","1,765 tỷ","Đường Vườn Thơm, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh","16,81 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",105 m²,5 m,21 m
"Bán 700m2 Đất Củ Chi - Đường Nguyễn Thị Nê, Xã Phú Hoà Đông - 119536853","5,5 tỷ","Đường Nguyễn Thị Nê, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh","7,58 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",726 m²,15 m,48 m
"Đất KDC Vạn Xuân, đường số 7 Tam Bình, Thủ Đức, lô A15, 53m2 - 119609620","4,05 tỷ","Đường số 7, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh","75,56 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",53.6 m²,4.3 m,12.5 m
Đất KDC Bến Lức chợ Bình Điền P.7 Q.8 - 119325836,"5,13 tỷ","Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","51,30 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,,5 m,20 m
"Bán đất khu CN Đông Nam 281m2 gia 3 tỷ 6 TL nhẹ,shr, Cach TL 8 200m - 119609114","3,5 tỷ","Đường Tỉnh lộ 8, Xã Tân Thạnh Tây, Huyện Củ Chi, Tp Hồ Chí Minh","12,46 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",281 m²,6 m,47 m
Mặt tiền đường số 12 khu cần giờ P16 quận 8 DT 6 x 18 giá 7.6 tỷ TL - 118132825,"7,6 tỷ","Đường số 12, Phường 16, Quận 8, Tp Hồ Chí Minh","70,37 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",108 m²,6 m,18 m
"Chuyên dịch vụ kí gửi, môi giới bán đất KDC Phú Nhuận, P Phước Long B - 118599148","17,4 tỷ","Phước Long B, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",60 triệu/m²,Đông Bắc,Đã có sổ,Đất nền dự án,Mặt tiền,,14.5 m,20 m
BÁN ĐẤT NHÀ BÈ GIÁ RẺ NHẤT THỊ TRƯỜNG - 119608735,"3,8 tỷ","Đường Đào Sư Tích, Xã Phước Lộc, Huyện Nhà Bè, Tp Hồ Chí Minh","12,67 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",300 m²,,
Bán đất thổ cư mặt tiền nhựa tân xuân 2. - 118149947,"6,8 tỷ","Tân Xuân 2, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","52,31 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,130 m²,5 m,27 m
Đất mặt tiền Xuân Thới Sơn Hóc Môn giá rẻ 5x22 - 119608540,"3,5 tỷ","Đường Nguyễn Thị Ly, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,08 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",105.8 m²,5 m,22 m
Đất DA MT Liên Phường giáp The Global City 160m2 - 119457375,"6,08 tỷ","Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",38 triệu/m²,Đông Nam,Đang chờ sổ,Đất nền dự án,Mặt tiền,160 m²,8 m,20 m
"Cần Bán Gấp Lô Đất 410m2 (10x41) Ở Tân Thông Hội, Củ Chi 630tr - 117297264",630 triệu,",, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","1,54 triệu/m²",,Đã có sổ,Đất thổ cư,,410 m²,10 m,40 m
"Bán đất Thạnh Xuân 25 Q12, hẻm xe tải vào đất, 120m2, chỉ 4 tỷ 4 TL. - 119608352","4,4 tỷ","Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","36,67 triệu/m²",,Đã có sổ,Đất thổ cư,,120 m²,4 m,30 m
