price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size
"1,08 tỷ","286 Hà Duy phiên xã bình mỹ huyện củ Chi , Đường Hà Duy Phiên, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","21,60 triệu/m²",4 phòng,2 phòng,Đông Nam,1,Sổ chung / công chứng vi bằng,Nhà phố liền kề,Hoàn thiện cơ bản,,,,
"7,99 tỷ",Cập nhật 3 ngày trước,"166,46 triệu/m²",6 phòng,,,7,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,48 m²
850 triệu,"Đường Quốc lộ 50, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","5,82 triệu/m²",7 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5.3 m,27.6 m,,146 m²
"8,10 tỷ","Đường Tỉnh lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","67,46 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,30 m,120 m²,
"9,99 tỷ","Đường số 27, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","124,88 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,Nhà phố liền kề,Nội thất cao cấp,4 m,,,
"7,20 tỷ",Cập nhật 3 ngày trước,"205,71 triệu/m²",3 phòng,,,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,35 m²
"7,49 tỷ",Cập nhật 3 ngày trước,"129,14 triệu/m²",4 phòng,,,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,58 m²
"4,65 tỷ","Phố Yên Duyên, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",150 triệu/m²,3 phòng,3 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"3,63 tỷ","Đường Lê Văn Lương, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","90,75 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,10 m,,
"22,50 tỷ",Cập nhật 4 giờ trước,225 triệu/m²,5 phòng,,,,Đã có sổ,Nhà phố liền kề,,,,,100 m²
"3,20 tỷ",Cập nhật 3 ngày trước,"50,79 triệu/m²",3 phòng,3 phòng,Bắc,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"4,65 tỷ","Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","96,88 triệu/m²",4 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"22,50 tỷ",Cập nhật 4 giờ trước,225 triệu/m²,5 phòng,,,,Đã có sổ,Nhà phố liền kề,,,,,100 m²
"3,20 tỷ",Cập nhật 3 ngày trước,"50,79 triệu/m²",3 phòng,3 phòng,Bắc,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"4,65 tỷ","Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","96,88 triệu/m²",4 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"12,60 tỷ",Cập nhật 3 ngày trước,252 triệu/m²,6 phòng,4 phòng,Đông,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"2,40 tỷ","DL15, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",16 triệu/m²,3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,5 m,,,
598 triệu,"Đường Nguyễn Thị Đành, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","29,90 triệu/m²",3 phòng,2 phòng,Đông Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"2,35 tỷ","Đường Tỉnh lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","78,33 triệu/m²",2 phòng,2 phòng,Đông,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"7,30 tỷ","Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","162,22 triệu/m²",4 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,6 m,,45 m²,
"1,05 tỷ","., Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương","8,40 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,Nhà phố liền kề,Nội thất cao cấp,5 m,,,
"5,60 tỷ","Đường Cộng Hòa, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","99,47 triệu/m²",1 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4.7 m,12.1 m,56.3 m²,56.3 m²
"4,50 tỷ","Ấp Mới 1, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","54,88 triệu/m²",2 phòng,1 phòng,Đông Nam,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"5,45 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","97,32 triệu/m²",4 phòng,5 phòng,Đông Bắc,5,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"5,80 tỷ","Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","53,95 triệu/m²",1 phòng,1 phòng,Đông,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,,,
695 triệu,"QL22, Xã Phước Trạch, Huyện Gò Dầu, Tây Ninh","3,66 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,38 m,190 m²,
"15,50 tỷ",Cập nhật 3 ngày trước,"98,35 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,157.6 m²
"10,90 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","83,85 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,10 m,,,
"1,65 tỷ",Cập nhật 1 ngày trước,"16,50 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,100 m²
"2,30 tỷ","23/3, Đường Mai Thị Lựu, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk","14,23 triệu/m²",1 phòng,1 phòng,Đông Bắc,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"1,28 tỷ","Đường Lái Thiêu 09, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương","15,61 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,20.5 m,,
"2,30 tỷ","23/3, Đường Mai Thị Lựu, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk","14,23 triệu/m²",1 phòng,1 phòng,Đông Bắc,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"1,28 tỷ","Đường Lái Thiêu 09, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương","15,61 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,20.5 m,,
"4,50 tỷ","Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","52,94 triệu/m²",3 phòng,1 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,17 m,,
"18,50 tỷ","Đường Minh Phụng, Phường 10, Quận 11, Tp Hồ Chí Minh","154,17 triệu/m²",10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,11 m,11 m,,
9 tỷ,"Đường số 27, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","112,50 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,,,
890 triệu,Cập nhật 3 ngày trước,"9,89 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,90 m²
10 tỷ,"Ngõ 146 Vương Thừa Vũ, Phố Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","142,86 triệu/m²",3 phòng,3 phòng,Đông,4,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"5,46 tỷ","Đường Liên Xã Thị Trấn Tân Hiệp, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",35 triệu/m²,3 phòng,4 phòng,,1,Đã có sổ,Nhà biệt thự,Nội thất đầy đủ,6 m,,,
"1,25 tỷ","Đường Quốc lộ 50, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh","13,16 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5 m,19 m,,
"5,20 tỷ","Ngõ 43 Đường An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội","167,74 triệu/m²",4 phòng,3 phòng,Đông Nam,5,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"4,60 tỷ","144/1, Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","79,31 triệu/m²",3 phòng,2 phòng,Tây Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"4,50 tỷ","Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","140,63 triệu/m²",1 phòng,1 phòng,Nam,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4.05 m,,,
"2,95 tỷ","Đường Bình Chuẩn 31, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương","34,71 triệu/m²",4 phòng,3 phòng,Tây Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
17 tỷ,"Đường Ngô Quyền, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","193,18 triệu/m²",5 phòng,3 phòng,Đông Nam,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
880 triệu,"Đường Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh",88 triệu/m²,1 phòng,1 phòng,Bắc,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,2.5 m,,
17 tỷ,Cập nhật 3 ngày trước,"184,78 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,92 m²
"4,20 tỷ","Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",100 triệu/m²,3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3.4 m,13 m,,42 m²
"7,20 tỷ","Đường Nguyễn Thị Búp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",100 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,18 m,,
"3,20 tỷ","Đinh Đức Thiện, Xã Long Trạch, Huyện Cần Đước, Long An","28,57 triệu/m²",3 phòng,4 phòng,,2,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,5 m,,,
"6,70 tỷ","Hẻm 412 Đường Nhật Tảo, Phường 6, Quận 10, Tp Hồ Chí Minh","191,43 triệu/m²",3 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.5 m,,,
29 tỷ,"392/20, Đường Cao Thắng, Phường 11, Quận 10, Tp Hồ Chí Minh","304,62 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5.4 m,19 m,95.2 m²,
799 triệu,"Đường Quốc lộ 50, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","38,05 triệu/m²",1 phòng,1 phòng,Bắc,1,Giấy tờ viết tay,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"5,30 tỷ","Đường Nguyễn Văn Tố, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","165,63 triệu/m²",2 phòng,2 phòng,Tây,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"17,90 tỷ","Đường số 10, Phường 13, Quận 6, Tp Hồ Chí Minh","189,42 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,6.3 m,,,
"7,50 tỷ","Quốc lộ 13, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",125 triệu/m²,3 phòng,4 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,4.1 m,,,
"6,30 tỷ",Đường số 35,"91,30 triệu/m²",4 phòng,5 phòng,Đông Nam,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
18 tỷ,"Đường số 1A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","142,86 triệu/m²",4 phòng,,,4,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,6 m,21 m,,
"4,49 tỷ","Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","78,77 triệu/m²",4 phòng,3 phòng,,3,Đã có sổ,Nhà phố liền kề,,4.2 m,14 m,,
"2,85 tỷ","Đường Tân Thới Nhất 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","63,33 triệu/m²",1 phòng,1 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"5,60 tỷ","2129/47, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",56 triệu/m²,5 phòng,5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4.5 m,21.82 m,,
"6,10 tỷ","Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","108,93 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,14 m,,
"5,50 tỷ","472/16, Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Tp Hồ Chí Minh","203,70 triệu/m²",2 phòng,2 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",,,,,
7 tỷ,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","129,63 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.5 m,12 m,,
"10,70 tỷ","Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","148,61 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,4 m,18 m,,
"6,65 tỷ",Cập nhật 3 ngày trước,"147,78 triệu/m²",4 phòng,3 phòng,Nam,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"6,35 tỷ",Cập nhật 3 ngày trước,"151,19 triệu/m²",3 phòng,4 phòng,Đông Nam,6,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"4,30 tỷ","Đường Bến Vân Đồn, Phường 2, Quận 4, Tp Hồ Chí Minh","93,48 triệu/m²",2 phòng,1 phòng,Đông Bắc,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,9.1 m,,,
6 tỷ,"Đường Số 3, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","68,18 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.3 m,20.5 m,,
"4,30 tỷ","Đường Bến Vân Đồn, Phường 2, Quận 4, Tp Hồ Chí Minh","93,48 triệu/m²",2 phòng,1 phòng,Đông Bắc,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,9.1 m,,,
6 tỷ,"Đường Số 3, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","68,18 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.3 m,20.5 m,,
"4,70 tỷ","Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","139,47 triệu/m²",3 phòng,3 phòng,Tây Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"1,94 tỷ",Cập nhật 3 ngày trước,"129,33 triệu/m²",1 phòng,1 phòng,Đông Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"4,35 tỷ",Cập nhật 1 giờ trước,"161,11 triệu/m²",3 phòng,2 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,,,35 m²,27 m²
"2,39 tỷ",Cập nhật 3 ngày trước,"170,71 triệu/m²",2 phòng,2 phòng,Đông Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"2,65 tỷ",Cập nhật 3 ngày trước,"115,22 triệu/m²",2 phòng,2 phòng,Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"4,50 tỷ",Cập nhật 3 ngày trước,50 triệu/m²,3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,90 m²,90 m²
610 triệu,"Đông Bắc, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","33,89 triệu/m²",2 phòng,,,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,3 m,6 m,,18 m²
"3,68 tỷ","Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","64,56 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4.4 m,12.5 m,,
"5,95 tỷ","Phố Hạ Yên Quyết, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","185,94 triệu/m²",4 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,2.8 m,,170 m²,
850 triệu,"Đường Hương lộ 80, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","19,32 triệu/m²",2 phòng,1 phòng,,1,Sổ chung / công chứng vi bằng,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,4 m,,,
6 tỷ,Cập nhật 2 ngày trước,"96,77 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,62 m²
"3,45 tỷ","Nguyễn Văn Lâu, Phường 8, Thành phố Vĩnh Long, Vĩnh Long","23,88 triệu/m²",2 phòng,3 phòng,Đông,1,Đã có sổ,Nhà biệt thự,Nội thất cao cấp,,,,
"1,25 tỷ","Đường Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","13,89 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5 m,,,
"2,55 tỷ","Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","63,75 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5.5 m,,,
"12,15 tỷ","C9/20A, Bùi Thanh Khiết, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","30,22 triệu/m²",2 phòng,2 phòng,Tây Nam,,Đã có sổ,"Nhà ngõ, hẻm",,26 m,15 m,,
"5,50 tỷ","Đường Bùi Đình Tuý, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","122,22 triệu/m²",2 phòng,3 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,4 m,,,
"11,25 tỷ","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","187,50 triệu/m²",6 phòng,5 phòng,,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5 m,,,
"2,70 tỷ","Đường số 20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","79,41 triệu/m²",2 phòng,,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,8 m,,
"12,15 tỷ","C9/20A, Bùi Thanh Khiết, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","30,22 triệu/m²",2 phòng,2 phòng,Tây Nam,,Đã có sổ,"Nhà ngõ, hẻm",,26 m,15 m,,
"5,50 tỷ","Đường Bùi Đình Tuý, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","122,22 triệu/m²",2 phòng,3 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,4 m,,,
"11,25 tỷ","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","187,50 triệu/m²",6 phòng,5 phòng,,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5 m,,,
"2,70 tỷ","Đường số 20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","79,41 triệu/m²",2 phòng,,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,8 m,,
"12,30 tỷ","44A, Đường Số 4, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","192,19 triệu/m²",2 phòng,1 phòng,Tây,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"11,90 tỷ","Đường Đình Tân Khai, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","87,50 triệu/m²",1 phòng,1 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,8 m,17 m,,
"4,65 tỷ",Cập nhật 2 ngày trước,"172,22 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,27 m²
"4,19 tỷ","Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","149,64 triệu/m²",4 phòng,4 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"9,50 tỷ","Phố Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",190 triệu/m²,8 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.4 m,,50 m²,
"5,80 tỷ","Đường Nguyễn Thái Bình, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",50 triệu/m²,4 phòng,4 phòng,Đông Nam,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,,,
850 triệu,"., Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương","8,50 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
"16,20 tỷ","Đường D7, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",180 triệu/m²,3 phòng,5 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,18 m,,
"9,50 tỷ","37/2A, Đường Cộng Hoà, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","118,75 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,20 m,,80 m²
"8,30 tỷ","Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","115,28 triệu/m²",4 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,18 m,,
27 tỷ,"Đường Trần Não, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",225 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,7 m,17 m,120 m²,
"6,50 tỷ","Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","116,07 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",,4 m,14 m,,
"4,68 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh","146,25 triệu/m²",3 phòng,3 phòng,Đông Bắc,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.8 m,,,
"4,95 tỷ","Đường Trần Quý Cáp, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","137,50 triệu/m²",5 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,3 m,12 m,36 m²,
"2,20 tỷ","Đường Nguyễn Thị Định, Phường Thành Nhất, Thành phố Buôn Ma Thuột, Đắk Lắk","24,44 triệu/m²",2 phòng,1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5.2 m,17.2 m,,
"2,10 tỷ",Cập nhật 3 giờ trước,150 triệu/m²,1 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,14 m²
"16,90 tỷ","Thoại ngọc Hầu, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","177,89 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,7,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
9 tỷ,"50/4A, Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","58,18 triệu/m²",4 phòng,5 phòng,Tây Nam,2,Đã có sổ,Nhà biệt thự,Nội thất đầy đủ,,,,
"4,55 tỷ",Cập nhật 1 ngày trước,"64,54 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,70.5 m²
"17,50 tỷ","Đường Cộng Hoà, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","243,06 triệu/m²",6 phòng,5 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,18 m,72 m²,
"3,59 tỷ","Số 4, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","69,04 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,13 m,,52 m²
"4,50 tỷ","Phường Tân Bình, Huyện Dĩ An, Tỉnh Bình Dương, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương","39,27 triệu/m²",2 phòng,2 phòng,Tây Nam,2,Đã có sổ,Nhà phố liền kề,,,,,
"7,90 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","92,94 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
8 tỷ,"165/37, Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","167,71 triệu/m²",4 phòng,4 phòng,Tây Nam,4,Đã có sổ,"Nhà ngõ, hẻm",,4.24 m,,,
