price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
"4,30 tỷ","Đường Đông Bắc, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","61,43 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,70 m²
65 tỷ,"2023/, Đường Quốc lộ 1, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","25,36 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,2563 m²
"16,83 tỷ","888, Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","290,17 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,58 m²
41 tỷ,"Đường Hòa Hưng, Phường 12, Quận 3, Tp Hồ Chí Minh","312,98 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,131 m²
"7,39 tỷ","Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","86,94 triệu/m²",,Đang chờ sổ,Shophouse,,85 m²
9 triệu,"Đường Kỳ Ðồng, Phường 9, Quận 3, Tp Hồ Chí Minh",500.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,18 m²
150 tỷ,"Đường Tam Bình, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","120,02 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,1249.8 m²
"8,60 tỷ","Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","81,90 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,105 m²
90 tỷ,"Trần đại Nghĩa, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh",450.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,200000 m²
"27,20 tỷ","Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh","209,23 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,,130 m²
"16,80 tỷ","Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","215,38 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,78 m²
"25,50 tỷ","Đường Trần Thị Ngôi, Phường 4, Quận 8, Tp Hồ Chí Minh",170 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,150 m²
"12,50 tỷ","Đường Số 6, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","78,13 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,160 m²
13 tỷ,"224, Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","269,71 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,48.2 m²
150 triệu,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","4,29 triệu/m²",,Giấy tờ khác,Shophouse,,35 m²
"1,34 tỷ","Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","20,54 triệu/m²",,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,65 m²
150 triệu,"107, Đường Sincô, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","4,29 triệu/m²",Đông,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,35 m²
12 tỷ,"Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","218,18 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,55 m²
11 tỷ,"Đường Bàu Cát, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","261,90 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,42 m²
"7,90 tỷ","Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","39,11 triệu/m²",Đông,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,202 m²
130 triệu,"trương phước phan, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",812.500 đ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,160 m²
8 tỷ,"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",160 triệu/m²,,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,50 m²
"32,40 tỷ","Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","163,81 triệu/m²",Đông Nam,Giấy tờ khác,Shophouse,Bàn giao thô,197.76 m²
"1,25 tỷ","Đường Lê Văn Việt, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,58 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,190 m²
"4,80 tỷ","Xuân Thới Sơn 15, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","19,20 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,,250 m²
"5,60 tỷ","Đường Thới An 22, Phường Thới An, Quận 12, Tp Hồ Chí Minh","93,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,60 m²
9 tỷ,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","78,26 triệu/m²",Bắc,Đã có sổ,Shophouse,,115 m²
"2,06 triệu","Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh",19.433 đ/m²,,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,106 m²
"5,35 tỷ","Đường Phùng Tá Chu, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","124,42 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,43 m²
26 tỷ,"Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","162,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,160 m²
"3,50 tỷ","Đường Kênh tham Lương , Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","87,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,40 m²
"17,50 tỷ","Đường Quốc lộ 22, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","39,95 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,438 m²
24 tỷ,"Quốc Lộ 1a, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","29,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,809 m²
"10,50 tỷ","Đường Đại Lộ 3, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","116,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90 m²
250 triệu,"Xxxx, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
2 tỷ,"Xxx, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","1,33 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,1500 m²
800 triệu,"Xxxx, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",1 triệu/m²,,Giấy tờ khác,Văn phòng,,800 m²
"12,90 tỷ","Đường Lê Liễu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","119,44 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,108 m²
"5,50 tỷ","Đường Thới Tam Thôn 17, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","46,77 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,117.6 m²
19 tỷ,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","99,48 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,191 m²
35 tỷ,"Đường Phạm Thị Giây, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","21,88 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,1600 m²
"7,90 tỷ","Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","98,75 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,80 m²
"13,50 tỷ","Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","146,74 triệu/m²",Đông Nam,Đã có sổ,Shophouse,Nội thất đầy đủ,92 m²
"7,45 tỷ","Đường Số 22, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","111,19 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,67 m²
"6,10 tỷ","Đường Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","10,57 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,577 m²
12 tỷ,"1033 Nguyễn Xiển Long Bình Quận 9, Đường Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","77,92 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,154 m²
280 triệu,"GẦN Phạm Đăng Giảng , Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,27 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,220 m²
430 triệu,"GẦN Tỉnh Lộ 10, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,43 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
470 triệu,"No Trang Long, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh","3,13 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,150 m²
500 triệu,"Đường Nguyễn Văn Bá, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
800 triệu,"Gần Ung Văn Khiêm , Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,81 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,210 m²
"1,40 tỷ","Đường Phan Huy Ich, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","1,08 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,1300 m²
"8,48 tỷ","Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","117,78 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,72 m²
700 triệu,"Đường Quang Trung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","2,94 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,238 m²
230 triệu,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,24 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,185 m²
800 triệu,"Đường Trần Văn Mười, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",2 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,400 m²
290 triệu,"Gần Song Hành , Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","1,04 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,280 m²
400 triệu,"GẦN Huỳnh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","1,60 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,250 m²
"1,05 tỷ","GẦN Tân Hòa Đông , Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","3,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,300 m²
"1,20 tỷ","Gần Phan Huy Ích , Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",4 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,300 m²
140 triệu,"Gần Tỉnh Lộ 10 , Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",370.370 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,378 m²
850 triệu,"Gần Đường Man Thiện , Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",850.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,1000 m²
500 triệu,"Gần Tân Kỳ Tân Quý , Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","2,27 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,220 m²
220 triệu,"Gần Tô  Ký, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","1,47 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,150 m²
450 triệu,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","2,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
"1,10 tỷ","Gần Đường 53, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,44 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,320 m²
"2,70 tỷ","Gần Lê Văn Tho, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","3,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,700 m²
"2,50 tỷ","Gần Đề Thám, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","7,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,350 m²
"1,50 tỷ","Gần Lê Đức Thọ , Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","2,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,600 m²
480 triệu,"Đường Tân Sơn, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","2,40 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
416 tỷ,"2A, Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","91,57 triệu/m²",Đông Nam,Đã có sổ,Văn phòng,,4543 m²
450 tỷ,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","1,16 tỷ/m²",,Đã có sổ,Văn phòng,,387 m²
535 tỷ,pasteur,"743,06 triệu/m²",,,Văn phòng,,720 m²
350 tỷ,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","958,90 triệu/m²",,Đã có sổ,Văn phòng,,365 m²
500 tỷ,Đường Phan Đăng Lưu,"927,64 triệu/m²",,Đã có sổ,Văn phòng,,539 m²
93 tỷ,Trần Khắc Chân,"411,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,226 m²
34 tỷ,Đường Ba Vì,"280,99 triệu/m²",,Đã có sổ,Văn phòng,,121 m²
680 tỷ,Đường Trương Định,"686,87 triệu/m²",,Đã có sổ,Shophouse,,990 m²
369 tỷ,Võ Văn Tần,"922,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
"1,90 tỷ","Gần Tỉnh Lộ 8, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh","3,65 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,520 m²
180 triệu,Đường Phú Thọ Hoà,3 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,60 m²
75 tỷ,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","279,66 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,,268.18 m²
"3,30 tỷ","Đường Trần Cao Vân, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",275 triệu/m²,,Đã có sổ,Shophouse,,12 m²
13 tỷ,"Tỉnh lộ 43, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","63,41 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,205 m²
150 tỷ,"16, Lê Lợi, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",1 tỷ/m²,Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,150 m²
35 tỷ,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",200 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,175 m²
380 triệu,"Đường Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","4,22 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,90 m²
200 triệu,"Đường C18, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","2,67 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,75 m²
"5,50 tỷ",Nguyễn Hiền ,"94,83 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,58 m²
170 triệu,"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","3,15 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,54 m²
220 triệu,"Đường Kha Vạn Cân, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,47 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,150 m²
220 triệu,"Đường Lê Văn Chí, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,10 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
120 triệu,"Đường số 57, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",2 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,60 m²
130 triệu,"Đường Ỷ Lan, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,60 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,50 m²
3 tỷ,"Số 1177, Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","46,15 triệu/m²",Đông Nam,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,65 m²
"5,50 tỷ","Số 1177, Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","42,31 triệu/m²",Tây Bắc,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,130 m²
550 triệu,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","1,83 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,300 m²
140 triệu,"Đường Phan Châu Trinh, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",4 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,35 m²
450 triệu,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,25 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
550 triệu,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","8,59 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,64 m²
420 triệu,"Đường Trần Thị Ngôi, Phường 4, Quận 8, Tp Hồ Chí Minh","3,41 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,123 m²
250 triệu,"Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","2,08 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,120 m²
75 triệu,"7, Đường Thăng Long, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",892.857 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,84 m²
52 tỷ,"Đường Ký Con, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","597,70 triệu/m²",Đông Bắc,Đã có sổ,Văn phòng,Nội thất cao cấp,87 m²
65 tỷ,"Đường D4, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","361,11 triệu/m²",,Đã có sổ,Văn phòng,,180 m²
"5,20 tỷ","8, Đường Thái Thuận, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","39,25 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,132.5 m²
"5,20 tỷ","Đường Thái Thuận, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","39,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,132.5 m²
"22,50 tỷ","Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","47,57 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,473 m²
20 tỷ,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","149,25 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,134 m²
15 tỷ,"Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","72,82 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,206 m²
"5,50 tỷ",Võ Văn Kiệt,"144,74 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,38 m²
900 triệu,"Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,29 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,700 m²
27 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","67,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,400 m²
60 triệu,"Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",600.000 đ/m²,Đông,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
14 tỷ,"19, Mai Xuân Thưởng, Phường 4, Quận 6, Tp Hồ Chí Minh",175 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,80 m²
70 triệu,"số 1, Đường Huỳnh Văn Nghệ, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",2 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,35 m²
128 tỷ,"Đường Số 1, Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","2,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,50000 m²
"9,79 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","101,98 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,96 m²
20 tỷ,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",125 triệu/m²,Tây,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,160 m²
74 tỷ,Kinh Dương Vương,"61,67 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,1200 m²
35 tỷ,"Đường Số 79, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","259,26 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,135 m²
170 triệu,"Hẻm 793 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","2,02 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,84 m²
100 tỷ,"Đường Phùng Hưng, Phường 14, Quận 5, Tp Hồ Chí Minh","435,16 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,229.8 m²
50 tỷ,"Cộng Hoà, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","208,33 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,240 m²
400 triệu,"Xxxx, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",2 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
980 triệu,"Xxx, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,63 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,600 m²
250 triệu,"Xxzx, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,47 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,170 m²
220 triệu,"Xxxx, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","3,14 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,70 m²
