title,price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
BÁN SHOP HOUSE PROSPER PLAZA QUẬN 12 - 115699176,"2,49 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","22,64 triệu/m²",,Giấy tờ khác,Shophouse,,110 m²
Bán Shophouse Phú Gia - Sổ hồng công chứng ngay - HĐ thuê đến 30tr/lô - 118820822,"2,4 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",48 triệu/m²,,Đã có sổ,Shophouse,Hoàn thiện cơ bản,50 m²
"CẦN SANG GẤP SPA TẠI KHU TRUNG TÂM TÊN LỬA QUẬN BÌNH TÂN,MB THÁNG 10TR - 119870383",70 triệu,"Số 10 , Đường số 4, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","1,84 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,38 m²
GIẢM GIÁ SỐC!!! QUỐC LỘ 1K THUẬN TIỆN KINH DOANH!!! - 112037450,43 tỷ,"Quốc lộ 1K, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh","49,37 triệu/m²",,,Mặt bằng kinh doanh,,871 m²
Bán gấp mặt tiền kinh doanh Hoàng Diệu Thủ Đức - 119867761,35 tỷ,"Hoàng Diệu, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh","139,44 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,251 m²
"Chính chủ bán Shophouse Kinh Doanh Green River Q.8 chỉ 4,99 tỷ/ 151m2 - 119867076","4,99 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","33,05 triệu/m²",Đông Nam,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
Bán nhà MTKD 12m Gần Phạm Văn Đồng. Dt:8*25. Giá chỉ 12 Tỷ - 119866811,12 tỷ,"Đường Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh","59,70 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,201 m²
"Cần sang gấp quán Cà Phê, Bida Máy Lạnh - 119865122",250 triệu,"71, Tô Ký, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","2,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,100 m²
Chính chủ sang clb bida 13 bàn tại hóc môn - 119864352,760 triệu,"Đường Nguyễn Thị Sáu, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","1,90 triệu/m²",Đông Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,400 m²
MT TRIỆU ĐÔ - PHAN VĂN HỚN -DT: ngang 25 nở hậu 62*255m-giá 574 tỷ 150 - 119864214,"574,15 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Văn phòng,,11483 m²
"nhà MT kinh doanh 4lầu Phạm Văn Đồng_HBC_Thủ Đức 5,1x27 - 119863907",20 tỷ,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","150,38 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,133 m²
góc 2 mặt tiền An Dương Vương - 119863798,68 tỷ,"Đường An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","140,21 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,485 m²
"Biệt thự sân vườn mặt tiền đường ngang đẹp 15m, nở hậu 20m dài 30m - 119863701",52 tỷ,"Cầu Xéo, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","95,76 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,543 m²
MẶT TIỀN 4 TẦNG ĐÚC TÔ KÝ TRUNG MỸ TÂY QUẬN 12 GIÁ RẺ 5.8 TỶ - 119862962,"5,8 tỷ","Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","74,36 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,78 m²
Nhà 2 mặt tiền kinh doanh Mã Lò đoạn Lê Văn Quới - 119860677,"9,2 tỷ","Nhà 2 Mặt Tiền Kinh Doanh Mã Lò đoạn cực sung Lê Văn Quới, Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","87,62 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,105 m²
RA CĂN SHOPHOUSE PHẠM THẾ HIỂN -SỔ ĐỎ - HỢP ĐỒNG THUÊ SẴN - 119859980,"5,7 tỷ","Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh",38 triệu/m²,Đông Nam,Đã có sổ,Shophouse,,150 m²
Mặt Tiền Vip Bình Thọ - Tòa nhà 145m2(5.5x30) Ngay Võ Văn Ngân Có TL - 119859520,"22,5 tỷ","Đường Dân Chủ, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",150 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,150 m²
"Bán shophouse Akari GĐ2, nhà sẵn trả tiến độ, CK 9%, mua trực tiếp CĐT - 119449535","12,5 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","67,57 triệu/m²",,Đang chờ sổ,Shophouse,,185 m²
"Kẹt tiền bán Mặt tiền Làng Tăng Phú,  Tp Thủ Đức - 119858663",12 tỷ,"Đường Lã Xuân Oai, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","60,30 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,199 m²
#Bán Mặt Bằng Kd rẻ bèo 10x24 trung tâm Q12 - 119858381,15 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","62,50 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,,240 m²
"MẶT BẰNG KINH DOANH 190m2 đường CỘNG HOÀ, Q.TÂN BÌNH, TPHCM - 119858191","24,5 tỷ","Đường Cộng Hòa, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","128,95 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,190 m²
"Bán căn shop góc 2 mặt tiền cc Dream Home Q8, HĐ cho thuê GS25 40tr/th - 119597062","7,8 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",50 triệu/m²,Tây Bắc,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,
BÁN NHÀ MT LÊ QUANG ĐỊNH NGAY CHỢ BÀ CHIỂU-4X20- 3 TẦNG HĐT 50TR/TH - 119857584,"19,5 tỷ","Đường Lê Quang Định, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh","243,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,80 m²
Xưởng bán bình thành - 119857551,15 tỷ,"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","35,55 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,422 m²
NHÀ MẶT TIỀN 3 TẦNG ĐƯỜNG 475 SÂN ĐỖ OTO - FULL NỘI THẤT CAO CẤP - 117603393,9 tỷ,"Đường 359, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","101,12 triệu/m²",Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,89 m²
"CHỈ 7TỶ NHỈNH NHÀ CẤP 4 MẶT TIỀN NGAY MAN THIỆN - 95M2 (6x16,7) VIP - 118625516","7,3 tỷ","Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","77,13 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,94.65 m²
Thanh lý Spa - 119856538,50 triệu,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","1,79 triệu/m²",Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,28 m²
mặt tiền kinh doanh giá thấp nhất thị trường - 118301157,35 tỷ,"Đường Trường Chinh, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","3,18 tỷ/m²",Đông Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,11 m²
Góc 2 mt nguyễn ảnh thủ q12 - 119855752,"17,5 tỷ","Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","87,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,200 m²
Quan cafe ngang 18m dai 10m - 119855421,180 triệu,"19, Đường Song Hành Quốc Lộ 22, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",900.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,200 m²
"Bán Khách Sạn 30 Phòng - SIÊU ĐẸP Bùi Thị Xuân, Bến Thành, Quận 1 - 119854971",83 tỷ,"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",830 triệu/m²,,Đã có sổ,Văn phòng,,100 m²
Nhà Phố Mặt Tiền Khu Dân Cư Tên Lửa - Bình Tân - 119590976,"9,5 tỷ","Đường số 27, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","118,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,80 m²
Khách Sạn Lê Văn Quới - 119854524,33 tỷ,"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","171,88 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,192 m²
"BÁN GẤP TÒA NHÀ VP 12x20 ĐẶNG THÙY TRÂM,P13.BÌNH THẠNH HẦM 5L 1000m2 - 108454819","37,9 tỷ","NGUYỄN XÍ, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","157,92 triệu/m²",,Đã có sổ,Văn phòng,,240 m²
Sang Quán cf Ngay Tô Hiến Thành + ltk. Quận 11. P15 - 119391372,25 triệu,"Gần Ngay Tô Hiến Thành, Phường 15, Quận 11, Tp Hồ Chí Minh",357.142 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,70 m²
MTKD - 119386917,13 tỷ,"Đường Nguyễn Tiểu La, Phường 5, Quận 10, Tp Hồ Chí Minh","241,19 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,53.9 m²
MẶT TIỀN 3 TẦNG ĐÚC DƯƠNG THỊ MƯỜI HT Q12 GIÁ RẺ 11 TỶ - 119849967,11 tỷ,"Đường Dương Thị Mười, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","119,57 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,92 m²
"Bán gấp nhà mặt tiền Sự Vạn Hạnh,Q10 (Dt:6,5x22-Hđt:105tr -Gía:35 tỷ ) - 119848975",35 tỷ,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh","244,76 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,143 m²
"Đường số 4 , KCX Linh Trung 1 , p.Linh Trung ,Q  Thủ Đức - 119541423",120 tỷ,"Đường số 4, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","6,45 tỷ/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,18.6 m²
Bán sạp CHỢ BÌNH ĐIỀN Phường 7. Quận 8 TP. HCM - 119846925,"1,7 tỷ","Quảng Trọng Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","36,96 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,46 m²
"Toà căn hộ dịch vụ Q1, HXH Cống Quỳnh, 149m2, 1 hầm + 6 tầng, 46 căn - 119845991",49 tỷ,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","328,86 triệu/m²",,Đã có sổ,Shophouse,Nội thất đầy đủ,149 m²
"Toà nhà căn hộ dịch vụ Q3, hẻm 10m Lý Chính Thắng, 1 hầm + 7 lầu - 119845387",47 tỷ,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","290,12 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,162 m²
"Hẻm oto ngay Nguyễn Đình Chiểu, Q3 - 4,7x11m (nở hậu) - 4 tầng 6,8 tỷ - 119354950","6,8 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh","70,83 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,96 m²
Cần bán gấp 2 căn nhà mặt tiền đường Nguyễn Văn Bá giá đầu tư. - 119814001,"34,5 tỷ","Đường Nguyễn Văn Bá, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","151,98 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,227 m²
MẶT TIỀN VP ĐƯỜNG NGUYỄN T MINH KHAI - 115527563,120 tỷ,"Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp Hồ Chí Minh","545,45 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,220 m²
"Toà văn phòng mt Nguyễn Thị Minh Khai, Q1, 481m2, 1 hầm + 12 tầng - 119836357",420 tỷ,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","873,18 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,481 m²
"CẦN BÁN LẠI VĂN PHÒNG, XƯỞNG SX 1 LẦU DT 850M2- 35 TỶ THƯƠNG LƯỢNG - 119835425",35 tỷ,"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","41,18 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,850 m²
"Bán shophouse 240m2, Sổ vĩnh viễn, Gía: 5.5ty - 119020512","5,5 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","22,92 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,240 m²
"***** BÁN MẶT TIỀN 8 NGUYỄN THIỆP, PHƯỜNG BẾN NGHÉ,QUẬN 1. - 119832290",67 tỷ,"8, Đường Nguyễn Thiệp, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","957,14 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,70 m²
SANG NHƯỢNG CLB BIDA BÌNH THẠNH - 119832016,400 triệu,"4a, Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh","1,14 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,350 m²
"CẦN Bán Gấp Mặt Tiền 35 Tiền Giang,Phường 02,Quận Tân Bình. - 119831627",19 tỷ,"35, Đường Tiền Giang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","146,15 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,130 m²
Bán nhà trệt 2 lầu sân thượng Mặt Tiền Kinh Doanh ngay chợ Hoa Cau - 117219514,"11,9 tỷ","Đường số 147, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","95,20 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,125 m²
Sang quán sang doanh thu. Gò vấp - 119830529,20 triệu,"59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",100.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
"Nhà mặt tiền 129 - 131 Lê Văn Sỹ, Phường 13, Quận Phú Nhuận. - 119829762",49 tỷ,"129-131, Đường Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh","272,22 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,180 m²
"Cần bán gấp nhà 2 MT 371 Hai Bà Trưng, Phường 08, Quận 3. - 119828436",37 tỷ,"371, Đường Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","284,62 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,130 m²
SANG QUÁN CAFE CÓ 7P CHO THUÊ - 119828404,350 triệu,"Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh","4,38 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,80 m²
"Địa chỉ 18 Phổ Quang, Phường 02, Quận Tân Bình. - 119828316",39 tỷ,"18, phổ qunag, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",300 triệu/m²,,Đã có sổ,Văn phòng,,130 m²
SANG QUÁN CAFE SIÊU ĐẸP - 119828245,390 triệu,"Vườn Lài, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","2,60 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,150 m²
"Cần bán gấp mặt tiền 126 - 128 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1. - 119828166",55 tỷ,"126-128 , Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","846,15 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,65 m²
SANG QUÁN CAFE DOANH THU TỐT - 119828110,220 triệu,"Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,29 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,96 m²
SANG QUÁN CAFE+ CƠM VĂN PHÒNG - 119828016,200 triệu,"Cộng Hòa, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,72 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,116 m²
SANG CLB BIDA NGAY EAON - 119827888,800 triệu,"CN1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,400 m²
SANG QUÁN CAFE TÂN BÌNH - 119827779,170 triệu,"Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","2,43 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,70 m²
Bán Nhà 1 trệt 2 lầu + sân thượng mặt tiền đường dương công khi - 119082468,"4,25 tỷ","Đường Dương Công Khi, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","47,22 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,90 m²
SANG NHÀ HÀNG BBQ GIÁ TỐT - 119443171,900 triệu,"Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","1,29 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,700 m²
SANG QUÁN CAFE QUY MÔ LỚN - 119827598,"1,2 tỷ","Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","3,24 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,370 m²
SANG QUÁN CAFE KHU VIP NGAY EAON - 119827483,160 triệu,"Bờ Bao, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","1,60 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
SANG QUÁN CAFE HIỆN ĐẠI - 119827398,650 triệu,"Hoàng Diệu, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","3,11 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,209 m²
chính chủ bán smart office Galaxy 9 18m2 - 119826343,"1,35 tỷ","Nguyễn Khoái, Phường 1, Quận 4, Tp Hồ Chí Minh",75 triệu/m²,,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,18 m²
Sang quán cafe căn góc 2 mặt tiền đẹp đông khách khu sầm uất Tân Phú - 118626533,280 triệu,"Xxxx, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,50 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,80 m²
Bán nhà mặt tiền 156m2 Đình phong phú - 118235042,"14,5 tỷ","Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Tp Hồ Chí Minh","92,95 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,156 m²
Sang quán cơm tấm đang có lợi nhuận 40 tới 50 triệu/ tháng - 119822023,300 triệu,"E60, Cư xá Phú Lâm B, Phường 13, Quận 6, Tp Hồ Chí Minh",3 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,100 m²
Bán nhà mặt tiền Cao Thắng Q.3(Dt: 10x20 - Hđt :145 triệu Gía : 36 tỷ) - 119821377,36 tỷ,"Đường Cao Thắng, Phường 4, Quận 3, Tp Hồ Chí Minh",144 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,250 m²
"Khan hiếm Nguyễn Văn Trỗi, Quận Phú Nhuận(Dt;10x28-HDT:200tr-Gía:52tỷ - 119820951",52 tỷ,"Đường Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh","185,71 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,280 m²
Bán gấp nhà mặt tiền đường Hoàng Diệu 2 đang cho thuê 80tr/tháng. - 119820892,"40,9 tỷ","đường Hoàng Diệu 2, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh","127,02 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,322 m²
Chia tài sản bán mặt tiền Lê Văn Sỹ Q3 (DT: 5X22)-   Gía :27 tỷ - 119820514,27 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh","245,45 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,110 m²
BÁN SHOPHOUSE 16 TỶ VỊ TRÍ ĐẸP THE SUN AVENUE - 118862566,16 tỷ,"Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","132,23 triệu/m²",Tây Bắc,Đang chờ sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,121 m²
"Nhà hẻm xe hơi Võ Văn Tần, Quận 3 - 4,2x13m - 4 tầng nhà mới - 117973294","9,5 tỷ",Võ Văn Tần ,"202,13 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,47 m²
Cần bán xưởng (9x27) shr bình chánh - 119816535,"7,2 tỷ","Đường 6B, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","28,80 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,250 m²
GIẢM SỐC 1 TỈ - CẦN RA  GẤP MẶT TIỀN TRUNG TÂM CHỢ KINH DOANH SẦM UẤT - 119814318,9 tỷ,"THẠNH XUÂN 21, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,90 m²
Bán nhà mặt tiền Trần Quang Khải Q1 (DT: 5X18) Gía : 25 tỷ - 119813840,25 tỷ,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","277,78 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,90 m²
"Bán nhà đường Nguyễn Đình Chính , Phú Nhuận ,Gía siêu tốt : 14,2 tỷ - 119813413","14,2 tỷ","Đường Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh","118,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,120 m²
"Chính chủ bán Shophouse EHome 3 ,vừa ở vừa kinh doanh, giá 2.7 tỷ - 118528421","2,7 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","37,50 triệu/m²",,Đã có sổ,Shophouse,,72 m²
NHÀ MẶT TIỀN 6 TẦNG THANG MÁY XỊN XÒ - KINH DOANH ĐA NGÀNH NGHỀ - 118768710,"10,3 tỷ","Đường Hà Thị Khéo, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","166,13 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,62 m²
Sang quán cà phê mặt tiền công viên - 118772918,"8,5 triệu","Đường Châu Thị Hóa, Phường 4, Quận 8, Tp Hồ Chí Minh",242.857 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,35 m²
"Bán shophouse quận Bình Thạnh view LM81, 55m2 đã hoàn thiện chỉ 5,x tỷ - 119080670","5,25 tỷ","D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","94,59 triệu/m²",,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,55.5 m²
SANG QUÁN CAFE MB ĐẸP - 119809095,170 triệu,"Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,43 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,70 m²
"Toà CHDV Nguyễn Thái Bình, Tân Bình, 156m2 đất, 1 hầm + 5 tầng, 16p - 119808481","37,2 tỷ","Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","238,46 triệu/m²",,Đã có sổ,Officetel,Nội thất đầy đủ,156 m²
MẶT TIỀN 100M2 NGANG 5M-VỪA Ở VỪA KINH DOANH - 119421231,"8,9 tỷ","Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",89 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,100 m²
Bán Kho Xưởng MT đường 935m - 110678694,18 tỷ,"Lê Đình Chi, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","19,25 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,935 m²
Bán Nhà 10x20 hiện đang kinh Doanh 20 phòng trọ - 103383666,11 tỷ,"Đường Hồ Học Lãm, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",55 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
